taxon_oid,Domain,Sequencing Status,Study Name,Genome Name / Sample Name,Sequencing Center,IMG Genome ID,Phylum,Class,Order,Family,Genus,Species,High Quality,Is Public,Ecosystem,Ecosystem Category,Ecosystem Subtype,Ecosystem Type,Specific Ecosystem,Geographic Location,Habitat,Isolation Country,Genome Size  * assembled,Gene Count  * assembled,Genome,...27,Name,Name2,Genome_name,GH_total_abundance,ABC_total_abundance,ABC_GH_ratio
2862272186,Bacteria,Permanent Draft,Genome sequencing of actinomycetes for natural products discovery,Streptomyces sp. CB01635 CB01635,The Scripps Research Institute,2862272186,p__Actinomycetota,c__Actinomycetes,o__Streptomycetales,Streptomycetaceae,g__Streptomyces,s__Streptomyces sp002803065,Yes,No,Yes,Yes,Environmental,Terrestrial,Garden,Soil,Unclassified,"China: Guangnan, Yunnan Province",10064235,9326,Streptomyces,NA,sp.,NA,Streptomyces sp.,22,53,2.409090909090909
2643221849,Bacteria,Permanent Draft,Genome sequencing of Arabidopsis leaf and root microbiota representing the majority of bacterial species in their natural communities,Nocardioides sp. Soil774,ETH Zurich,2643221849,p__Actinomycetota,c__Actinomycetes,o__Propionibacteriales,Nocardioidaceae,g__Nocardioides,s__Nocardioides sp001428125,Yes,No,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,Germany:Cologne,3845859,3772,Nocardioides,NA,sp.,NA,Nocardioides sp.,11,25,2.272727272727273
2515154070,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",Neolewinella persica DSM 23188,DOE Joint Genome Institute  (JGI),2515154070,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,Saprospiraceae,g__Neolewinella,s__Neolewinella persica,Yes,No,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,"Galway, Ireland",7082771,5405,Neolewinella,NA,persica,NA,Neolewinella persica,16,4,0.25
2767802006,Bacteria,Permanent Draft,Genome mining of actinomycete strains to discover natural products,Streptomyces sp. NRRL S-337,"University of Illinois, Urbana-Champaign",2767802006,p__Actinomycetota,c__Actinomycetes,o__Streptomycetales,Streptomycetaceae,g__Streptomyces,s__Streptomyces sp000720175,Yes,No,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,NA,9035745,8222,Streptomyces,NA,sp.,NA,Streptomyces sp.,14,42,3
2751185672,Bacteria,Permanent Draft,Genome mining of actinomycete strains to discover natural products,Spirillospora albida NRRL B-3350,"University of Illinois, Urbana-Champaign",2751185672,p__Actinomycetota,c__Actinomycetes,o__Streptosporangiales,Streptosporangiaceae,g__Spirillospora,s__Spirillospora albida,Yes,No,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,USA: North Carolina,6013999,5650,Spirillospora,NA,albida,NA,Spirillospora albida,10,26,2.6
2938900388,Bacteria,Finished,Bacillus subtilis natto CGMCC 2108 Genome sequencing,Bacillus subtilis natto CGMCC 2108,Shaanxi Normal University,2938900388,p__Bacillota,c__Bacilli,o__Bacillales,Bacillaceae,g__Bacillus,s__Bacillus subtilis,Yes,NA,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,NA,4193748,4667,Bacillus,NA,subtilis,2108,Bacillus subtilis,13,57,4.384615384615385
2554235027,Bacteria,Permanent Draft,Nocardiopsis halotolerans DSM 44410 Genome sequencing,Nocardiopsis halotolerans DSM 44410,Yunnan University,2554235027,p__Actinomycetota,c__Actinomycetes,o__Streptosporangiales,Streptosporangiaceae,g__Nocardiopsis,s__Nocardiopsis halotolerans,Yes,No,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,NA,6263929,5811,Nocardiopsis,NA,halotolerans,NA,Nocardiopsis halotolerans,22,36,1.6363636363636365
2551306505,Bacteria,Permanent Draft,Bacillus anthracis 3154,Bacillus anthracis 3154,Northern Arizona University,2551306505,p__Bacillota,c__Bacilli,o__Bacillales,Bacillaceae_G,g__Bacillus_A,s__Bacillus_A anthracis,Yes,No,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,NA,5002686,5359,Bacillus,NA,anthracis,NA,Bacillus anthracis,6,34,5.666666666666667
2898700580,Bacteria,Permanent Draft,Sphingobacterium phlebotomi SSI9 genome sequencing,Sphingobacterium phlebotomi SSI9,North Carolina State University,2898700580,p__Bacteroidota,c__Bacteroidia,o__Sphingobacteriales,Sphingobacteriaceae,g__Sphingobacterium,s__Sphingobacterium phlebotomi,Yes,NA,Yes,Yes,Environmental,Terrestrial,Sand,Soil,Unclassified,"USA: Raleigh, North Carolina",5197142,4593,Sphingobacterium,NA,phlebotomi,NA,Sphingobacterium phlebotomi,18,11,0.6111111111111112
640069329,Bacteria,Finished,Saccharopolyspora erythraea NRRL 2338 white,Saccharopolyspora erythraea NRRL 2338,University of Cambridge,640069329,p__Actinomycetota,c__Actinomycetes,o__Mycobacteriales,Pseudonocardiaceae,g__Saccharopolyspora_D,s__Saccharopolyspora_D erythraea,Yes,No,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,Soil; Philippines,8212805,7290,Saccharopolyspora,NA,erythraea,NA,Saccharopolyspora erythraea,15,27,1.8
2724679040,Bacteria,Permanent Draft,Pseudomonas aeruginosa strain:Hex1T Genome sequencing and assembly,Pseudomonas aeruginosa Hex1T,University of Exeter,2724679040,p__Pseudomonadota,c__Gammaproteobacteria,o__Pseudomonadales,Pseudomonadaceae,g__Pseudomonas,s__Pseudomonas aeruginosa,Yes,No,Yes,Yes,Environmental,Terrestrial,Garden,Soil,Unclassified,Argentina:Cordoba,6900213,7030,Pseudomonas,NA,aeruginosa,NA,Pseudomonas aeruginosa,8,27,3.375
2772190673,Bacteria,Permanent Draft,Genome mining of actinomycete strains to discover natural products,Microtetraspora glauca NRRL B-3735,"University of Illinois, Urbana-Champaign",2772190673,p__Actinomycetota,c__Actinomycetes,o__Streptomycetales,Streptomycetaceae,g__Streptomyces,s__Streptomyces sp000721275,Yes,No,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,NA,7423215,6947,Microtetraspora,NA,glauca,NA,Microtetraspora glauca,18,45,2.5
2645727660,Bacteria,Permanent Draft,Taxonomy and phylogenomics of Bacillus-like bacteria,Peribacillus butanolivorans DSM 18926,Fujian Academy of Agricultural Sciences,2645727660,p__Bacillota,c__Bacilli,o__Bacillales_B,DSM-1321,g__Peribacillus,s__Peribacillus butanolivorans,Yes,No,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,NA,5679499,5600,Peribacillus,NA,butanolivorans,NA,Peribacillus butanolivorans,9,35,3.888888888888889
646564520,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),"Cellulomonas flavigena 134, DSM 20109",DOE Joint Genome Institute  (JGI),646564520,p__Actinomycetota,c__Actinomycetes,o__Actinomycetales,Cellulomonadaceae,g__Cellulomonas,s__Cellulomonas flavigena,Yes,No,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,NA,4123179,3783,Cellulomonas,NA,flavigena,20109,Cellulomonas flavigena,20,29,1.45
2775507102,Bacteria,Permanent Draft,Draft genome Sequence of Streptomyces azureus,Streptomyces azureus ATCC 14921,Kyushu University,2775507102,p__Actinomycetota,c__Actinomycetes,o__Streptomycetales,Streptomycetaceae,g__Streptomyces,s__Streptomyces azureus,Yes,No,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,NA,8760757,8250,Streptomyces,NA,azureus,NA,Streptomyces azureus,23,50,2.1739130434782608
2711768655,Bacteria,Permanent Draft,Clostridium chromiireducens DSM 23318,Clostridium chromiireducens DSM 23318,Georg-August University of Goettingen,2711768655,p__Bacillota,c__Clostridia,o__Clostridiales,Clostridiaceae,g__Clostridium,s__Clostridium chromiireducens,Yes,No,Yes,Yes,Environmental,Terrestrial,Wetlands,Soil,Unclassified,"USA, Michigan",5447708,4868,Clostridium,NA,chromiireducens,NA,Clostridium chromiireducens,19,71,3.736842105263158
2906803550,Bacteria,Permanent Draft,Microbacterium environmental isolates Raw sequence reads,Microbacterium sp. K36,Central Michigan University,2906803550,p__Actinomycetota,c__Actinomycetes,o__Actinomycetales,Microbacteriaceae,g__Microbacterium,s__Microbacterium paraoxydans_D,Yes,NA,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Contaminated,"Seymore, IN",3310272,3328,Microbacterium,NA,sp.,NA,Microbacterium sp.,5,32,6.4
2681813435,Bacteria,Permanent Draft,Genome sequencing of Clostridium botulinum strains and closely related bacteria - Northern Arizona University,Clostridium botulinum SU0994,Northern Arizona University,2681813435,p__Bacillota,c__Clostridia,o__Clostridiales,Clostridiaceae,g__Clostridium_F,s__Clostridium_F botulinum,Yes,No,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,NA,4291338,4237,Clostridium,NA,botulinum,NA,Clostridium botulinum,7,41,5.857142857142857
2541048009,Bacteria,Permanent Draft,Paenibacillus alvei TS-15 genome sequencing,Paenibacillus alvei TS-15,U.S. Food and Drug Administration (FDA),2541048009,p__Bacillota,c__Bacilli,o__Paenibacillales,Paenibacillaceae,g__Paenibacillus_B,s__Paenibacillus_B alvei_B,Yes,No,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,"Virginia Eastern Shore, Virginia, USA",6709780,5867,Paenibacillus,NA,alvei,NA,Paenibacillus alvei,13,43,3.3076923076923075
2833539487,Bacteria,Permanent Draft,Genome sequencing of botulinum-neurotoxin-producing strains,Paraclostridium bifermentans SU1074NT,Northern Arizona University,2833539487,p__Bacillota,c__Clostridia,o__Peptostreptococcales,Peptostreptococcaceae,g__Paraclostridium,s__Paraclostridium dentum,Yes,No,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,Argentina,3522921,3574,Paraclostridium,NA,bifermentans,NA,Paraclostridium bifermentans,12,31,2.5833333333333335
2936497056,Bacteria,Permanent Draft,Bacillus coagulans Unique IS-2 genome sequencing,Weizmannia coagulans Unique IS-2,"Bacterial Genomics and Evolution Laboratory, CSIR-Institute of Microbial Technology",2936497056,p__Bacillota,c__Bacilli,o__Bacillales_B,Bacillaceae_C,g__Weizmannia,s__Weizmannia faecalis,Yes,NA,Yes,Yes,Environmental,Terrestrial,Garden,Soil,Unclassified,India,3446692,3598,Weizmannia,NA,coagulans,NA,Weizmannia coagulans,11,54,4.909090909090909
2945865373,Bacteria,Permanent Draft,Chryseobacterium oranimense strain as a putative hydrocarbon degrader,Chryseobacterium oranimense COTT,Novogene,2945865373,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,Weeksellaceae,g__Chryseobacterium,s__Chryseobacterium oranimense,Yes,NA,Yes,Yes,Environmental,Terrestrial,Contaminated,Soil,Unclassified,NA,4265502,4040,Chryseobacterium,NA,oranimense,NA,Chryseobacterium oranimense,14,8,0.5714285714285714
2643221703,Bacteria,Permanent Draft,Genome sequencing of Arabidopsis leaf and root microbiota representing the majority of bacterial species in their natural communities,Janibacter sp. Soil728,ETH Zurich,2643221703,p__Actinomycetota,c__Actinomycetes,o__Actinomycetales,Dermatophilaceae,g__Janibacter,s__Janibacter sp001428305,Yes,No,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,Germany:Cologne,3637840,3513,Janibacter,NA,sp.,NA,Janibacter sp.,2,15,7.5
8048414418,Bacteria,Permanent Draft,Streptomyces gilvifuscus T113 genome sequencing,Streptomyces gilvifuscus T113,Chulalongkorn university,8048414418,p__Actinomycetota,c__Actinomycetes,o__Streptomycetales,Streptomycetaceae,g__Streptomyces,s__Streptomyces gilvifuscus,Yes,No,Yes,Yes,Environmental,Terrestrial,NA,Soil,NA,NA,9875823,9037,Streptomyces,NA,gilvifuscus,NA,Streptomyces gilvifuscus,27,51,1.8888888888888888
2516653079,Bacteria,Permanent Draft,Continuation of the Genomic Encyclopedia of Bacteria and Archaea pilot project (GEBA),Haloglycomyces albus DSM 45210,DOE Joint Genome Institute  (JGI),2516653079,p__Actinomycetota,c__Actinomycetes,o__Mycobacteriales,Micromonosporaceae,g__Haloglycomyces,s__Haloglycomyces albus,Yes,No,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,"Xinjiang Province, China",3535419,3266,Haloglycomyces,NA,albus,NA,Haloglycomyces albus,8,18,2.25
2775507088,Bacteria,Permanent Draft,Genome mining of actinomycete strains to discover natural products,Streptomyces sp. NRRL S-149,"University of Illinois, Urbana-Champaign",2775507088,p__Actinomycetota,c__Actinomycetes,o__Streptomycetales,Streptomycetaceae,g__Streptomyces,s__,Yes,No,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,NA,7857951,9203,Streptomyces,NA,sp.,NA,Streptomyces sp.,20,32,1.6
2728369572,Bacteria,Permanent Draft,Pseudomonas stutzeri ODKF13 Genome sequencing and assembly,Stutzerimonas stutzeri ODKF13,University of Houston,2728369572,p__Pseudomonadota,c__Gammaproteobacteria,o__Pseudomonadales,Pseudomonadaceae,g__Stutzerimonas,s__Stutzerimonas stutzeri,Yes,No,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,"USA: Farm from Alvin, Texas",4559240,4297,Stutzerimonas,NA,stutzeri,NA,Stutzerimonas stutzeri,8,24,3
2508501046,Bacteria,Finished,Biogeochemically important bacteria,Azospira oryzae PS,DOE Joint Genome Institute  (JGI),2508501046,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,Rhodocyclaceae,g__Azospira,s__Azospira oryzae,Yes,No,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Contaminated,"Carbondale, Illinois",3806980,3539,Azospira,NA,oryzae,NA,Azospira oryzae,3,3,1
644736413,Bacteria,Finished,"CSP_788249, Variovorax Paradoxus Strains",Variovorax paradoxus S110,DOE Joint Genome Institute  (JGI),644736413,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,Burkholderiaceae,g__Variovorax,s__Variovorax paradoxus,Yes,No,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,NA,6754997,6450,Variovorax,NA,paradoxus,NA,Variovorax paradoxus,5,28,5.6
2728369353,Bacteria,Finished,Complete genome sequence of Pseudomonas sp. TCU-HL1,Pseudomonas sp. TCU-HL1,Tzu Chi University,2728369353,p__Pseudomonadota,c__Gammaproteobacteria,o__Pseudomonadales,Pseudomonadaceae,g__Metapseudomonas,s__Metapseudomonas sp001708505,Yes,No,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,Taiwan: Hualien,6256697,5939,Pseudomonas,NA,sp.,NA,Pseudomonas sp.,6,10,1.6666666666666667
2537561869,Bacteria,Permanent Draft,Brevibacillus laterosporus GI-9,Brevibacillus laterosporus GI-9,Macrogen,2537561869,p__Bacillota,c__Bacilli,o__Brevibacillales,Brevibacillaceae,g__Brevibacillus_B,s__Brevibacillus_B halotolerans,Yes,No,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Agricultural land,"Chandigarh, India",5184696,5071,Brevibacillus,NA,laterosporus,NA,Brevibacillus laterosporus,8,45,5.625
2724679571,Bacteria,Permanent Draft,Genome sequencing of Clostridium botulinum strains and closely related bacteria - Northern Arizona University,Clostridium botulinum SU1072,Northern Arizona University,2724679571,p__Bacillota,c__Clostridia,o__Clostridiales,Clostridiaceae,g__Clostridium_F,s__Clostridium_F botulinum,Yes,No,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,NA,4264270,4206,Clostridium,NA,botulinum,NA,Clostridium botulinum,7,41,5.857142857142857
2551306679,Bacteria,Permanent Draft,Nocardiopsis salina YIM 90010,Nocardiopsis salina YIM 90010,Yunnan University,2551306679,p__Actinomycetota,c__Actinomycetes,o__Streptosporangiales,Streptosporangiaceae,g__Nocardiopsis,s__Nocardiopsis salina,Yes,No,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,China: Xinjiang,5808301,5479,Nocardiopsis,NA,salina,NA,Nocardiopsis salina,11,36,3.272727272727273
2844579153,Bacteria,Finished,Genome sequencing of Myxococcus xanthus isolated from soil,Myxococcus xanthus MC3.5.9c15,ETH Zurich,2844579153,p__Myxococcota,c__Myxococcia,o__Myxococcales,Myxococcaceae,g__Myxococcus,s__Myxococcus xanthus_A,Yes,No,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,"USA: Bloomington, Indiana",9316447,7760,Myxococcus,NA,xanthus,NA,Myxococcus xanthus,14,13,0.9285714285714286
2767802755,Bacteria,Permanent Draft,Corallococcus macrosporus DSM 14697  Genome sequencing,Myxococcus macrosporus DSM 14697,Max Planck Institute for Terrestrial Microbiology,2767802755,p__Myxococcota,c__Myxococcia,o__Myxococcales,Myxococcaceae,g__Myxococcus,s__Myxococcus macrosporus,Yes,No,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,Sri Lanka,8973512,7363,Myxococcus,NA,macrosporus,NA,Myxococcus macrosporus,14,13,0.9285714285714286
2811995042,Bacteria,Finished,Bacillus methanolicus MGA3,Bacillus methanolicus MGA3,SINTEF Materials and Chemistry,2811995042,p__Bacillota,c__Bacilli,o__Bacillales_B,DSM-18226,g__Bacillus_Z,s__Bacillus_Z methanolicus_A,Yes,No,Yes,Yes,Environmental,Terrestrial,Garden,Soil,Unclassified,"Minnesota, USA",3487160,3604,Bacillus,NA,methanolicus,NA,Bacillus methanolicus,5,17,3.4
3006774928,Bacteria,Permanent Draft,Genome sequencing of Evansella halocellulosilytica FJAT-44876,Evansella halocellulosilytica FJAT-44876,Fujian Academy of Agricultural Sciences,3006774928,p__Bacillota,c__Bacilli,o__Bacillales_H,Salisediminibacteriaceae,g__Bacillus_CA,s__Bacillus_CA halocellulosilytica,Yes,No,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,China,5512723,5579,Evansella,NA,halocellulosilytica,NA,Evansella halocellulosilytica,14,62,4.428571428571429
2751185783,Bacteria,Permanent Draft,Genome mining of actinomycete strains to discover natural products,Actinoplanes rectilineatus NRRL B-16090,"University of Illinois, Urbana-Champaign",2751185783,p__Actinomycetota,c__Actinomycetes,o__Mycobacteriales,Micromonosporaceae,g__Actinoplanes,s__Actinoplanes rectilineatus,Yes,No,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,"USA: New Jersey, Somerset",10276740,9495,Actinoplanes,NA,rectilineatus,NA,Actinoplanes rectilineatus,27,46,1.7037037037037037
8065856138,Bacteria,Finished,Geomonas sp. RG2 genome sequencing,Geomonas subterranea RG2,Fujian Academy of Agricultural Sciences,8065856138,p__Desulfobacterota,c__Desulfuromonadia,o__Geobacterales,Geobacteraceae,g__Geomonas,s__Geomonas subterranea,Yes,No,Yes,Yes,Environmental,Terrestrial,Paddy field/soil,Soil,Unclassified,"China: Fuzhou City, Fujian Province",4991523,4478,Geomonas,NA,subterranea,NA,Geomonas subterranea,5,3,0.6
8069183722,Bacteria,Finished,Nocardioides okcheonensis MMS20-HV4-12 Genome sequencing,Nocardioides okcheonensis MMS20-HV4-12,Chungnam National University,8069183722,p__Actinomycetota,c__Actinomycetes,o__Propionibacteriales,Nocardioidaceae,g__Nocardioides,s__Nocardioides okcheonensis,Yes,No,Yes,Yes,Environmental,Terrestrial,Riverside,Soil,Unclassified,South Korea: Okcheon,4471533,4383,Nocardioides,NA,okcheonensis,NA,Nocardioides okcheonensis,9,32,3.5555555555555554
2873077840,Bacteria,Finished,Streptomyces ambofaciens DSM40697 genome sequencing,Streptomyces ambofaciens DSM 40697,Universite de Lorraine,2873077840,p__Actinomycetota,c__Actinomycetes,o__Streptomycetales,Streptomycetaceae,g__Streptomyces,s__Streptomyces ambofaciens,Yes,NA,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,NA,8137876,7306,Streptomyces,NA,ambofaciens,NA,Streptomyces ambofaciens,27,55,2.037037037037037
2551306112,Bacteria,Permanent Draft,Myxococcus xanthus DZF1,Myxococcus xanthus DZF1,University of Iowa,2551306112,p__Myxococcota,c__Myxococcia,o__Myxococcales,Myxococcaceae,g__Myxococcus,s__Myxococcus xanthus,Yes,No,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,USA,9280603,7632,Myxococcus,NA,xanthus,NA,Myxococcus xanthus,14,13,0.9285714285714286
2844496579,Bacteria,Finished,Achromobacter spanius UQ283 genome sequencing,Achromobacter spanius UQ283,University of Queensland,2844496579,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,Burkholderiaceae,g__Achromobacter,s__Achromobacter spanius_C,Yes,No,Yes,Yes,Environmental,Terrestrial,Garden,Soil,Unclassified,Australia: Brisbane,6687823,6284,Achromobacter,NA,spanius,NA,Achromobacter spanius,4,14,3.5
2548876808,Bacteria,Permanent Draft,Psychrobacter sp. PAMC 21119,Psychrobacter sp. PAMC 21119,Korea Institute of Ocean Science and Technology (KIOST),2548876808,p__Pseudomonadota,c__Gammaproteobacteria,o__Pseudomonadales,Moraxellaceae,g__Psychrobacter,s__Psychrobacter glaciei,Yes,No,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,Antarctica: South Shetland Islands,3510716,2929,Psychrobacter,NA,sp.,NA,Psychrobacter sp.,3,4,1.3333333333333333
2690315650,Bacteria,Permanent Draft,"Sequencing of bacterial isolates from soil warming experiment in Harvard Forest, Massachusetts, USA",Rhizobiales sp. GAS191,DOE Joint Genome Institute  (JGI),2690315650,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhizobiales,Beijerinckiaceae,g__GAS188,s__GAS188 sp900104855,Yes,No,Yes,Yes,Environmental,Terrestrial,Forest,Soil,Unclassified,"USA: Harvard Forest, Massachusetts",10013728,9445,Rhizobiales,NA,sp.,NA,Rhizobiales sp.,9,36,4
